actual_coef,non_sig_ratio,noise_level,informative_level,num_features_level,rf_mae,gb_mae,dnn_mae,err_rf_pi,err_gb_pi,err_dnn_pi,err_rf_sv,err_gb_sv,err_dnn_sv,err_dnn_ig,err_mean,err_median,err_mode,err_box,err_tau,err_major,err_kendall,err_spearman
"[0.         0.         1.         0.         0.         0.
 0.         0.42270396 0.         0.         0.         0.
 0.         0.         0.38555864 0.         0.         0.
 0.32258996 0.        ]",0.14285714285714285,0,20,20,13.131146288142444,10.504893425210039,17.680789433656358,0.02957811842612673,0.023595166702495163,0.17679435801801252,0.01669360306990716,0.008829268094966973,0.009086912316943233,0.13673026261390475,0.04404558276088044,0.01928398287449484,0.04404554410720245,0.02702735857912193,0.02366049090175879,0.02957001090395201,0.018981593247191834,0.018981593247191834
"[0.75386086 0.         0.         0.         0.84212835 0.0236706
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.69480301 0.         0.
 0.         0.         0.         0.         0.         0.
 0.47395341 0.         0.         0.         0.         0.
 0.         0.         0.         0.07243799 0.         0.
 0.         0.         0.         0.         0.74798936 0.
 0.         0.72140554 0.         0.         0.         0.
 0.         0.         0.20645604 0.         0.98807764 0.
 0.         0.61818921 0.         1.         0.         0.        ]",0.14285714285714285,0,20,60,113.17853524700908,101.3602831990991,69.67587630893541,0.046536466261740135,0.046907797023149594,0.21304157174947033,0.05531255714510273,0.045162297078059674,0.0901688838374868,0.1401296559459056,0.06781982193020458,0.04976153401963791,0.08797624839395858,0.0522323405213724,0.05722417094197044,0.0483278426231148,0.05191827709588028,0.05191827709588028
"[0.60859751 0.         0.         0.         0.6416387  0.2694356
 0.         0.         0.         0.         0.4553518  0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.93742311 0.56996766
 0.04208014 0.         0.         0.         0.40227937 0.
 0.         0.         0.         0.         0.         0.
 0.         0.32593405 0.         0.         0.         0.
 0.         0.53388317 0.         1.         0.         0.3587938
 0.01318289 0.         0.         0.         0.         0.08132195
 0.56247257 0.         0.5883287  0.         0.         0.92599866
 0.         0.         0.         0.         0.         0.
 0.         0.31489991 0.         0.         0.24509959 0.
 0.         0.80659557 0.         0.        ]",0.14285714285714285,0,20,100,110.49322385434098,98.57837770592934,78.47016287551389,0.05859187836883703,0.07084946140795656,0.17355331633174464,0.050151526180858046,0.04479543192567444,0.10649196890708822,0.2032934631695399,0.08417289028881887,0.061519372878888305,0.08417289147768311,0.0715985815697237,0.06882300820251303,0.056476080029879784,0.05661308687301481,0.05661308687301481
"[0.         0.         0.31336038 0.98818675 0.         0.94612538
 0.99723034 0.         0.         0.44982515 0.         0.
 0.         0.         0.6004181  0.88879346 0.         1.
 0.         0.        ]",0.14285714285714285,0,40,20,64.8257564162179,55.61295686674127,40.88007887741862,0.11126861008846627,0.09730399288384192,0.35869678556029866,0.09808049659719992,0.06983260027986068,0.02940101292466681,0.38840881329222726,0.11381674390236159,0.09074437687656026,0.11381678154042503,0.09699411529369358,0.09933809090509729,0.11339828127115595,0.0792423256670223,0.0792423256670223
"[0.         0.         0.         0.51214676 0.         0.32246116
 0.57820434 0.39625054 0.         0.06717934 0.46710195 0.7591927
 0.18908474 0.         0.         0.         0.         0.13857013
 0.         0.         0.         0.         0.         0.
 1.         0.         0.         0.         0.98865332 0.62077829
 0.         0.         0.         0.27013696 0.         0.04956749
 0.         0.27594949 0.         0.37984944 0.         0.
 0.         0.39293065 0.         0.         0.81934738 0.27525234
 0.         0.69226082 0.         0.24132035 0.         0.3070194
 0.         0.         0.14766949 0.66095482 0.         0.        ]",0.14285714285714285,0,40,60,121.80288457784505,112.00505463414517,60.886708106350625,0.11982326753011191,0.10691485478005161,0.20949867777056294,0.11005723725308966,0.09372157628857777,0.04049669862580682,0.21576068432805384,0.10409525386454063,0.10268631089215009,0.10409524770859817,0.09733045720620145,0.10037201929908313,0.10847366201787866,0.08863664222129386,0.08863664222129386
"[0.         0.         0.         1.         0.         0.44013572
 0.         0.         0.         0.         0.         0.25168066
 0.         0.36928275 0.         0.44048493 0.         0.53007669
 0.51128749 0.         0.         0.6597609  0.         0.
 0.11001211 0.11966461 0.         0.85581661 0.         0.14892912
 0.46237644 0.         0.52728297 0.         0.65951278 0.
 0.40767767 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.81618212 0.08508615 0.97158952 0.
 0.         0.         0.         0.         0.         0.63198187
 0.73451666 0.93228015 0.         0.92463172 0.53408935 0.1541718
 0.00562749 0.         0.73580852 0.         0.         0.
 0.         0.         0.64730566 0.         0.         0.98636107
 0.         0.         0.         0.86709314 0.         0.
 0.88512779 0.2144765  0.         0.         0.45888271 0.83167299
 0.15415358 0.86590242 0.5664366  0.10563406 0.         0.
 0.14355465 0.         0.1474888  0.        ]",0.14285714285714285,0,40,100,237.99921212112284,231.22689264155125,128.2941828192318,0.1741132276114623,0.17333834604451923,0.26465943476444453,0.1600467052254478,0.14304283984519325,0.173364358918344,0.1953151866745901,0.1551992300670422,0.1618239309907242,0.15519922681238976,0.16150582634168698,0.16751707952510647,0.17220148705766025,0.14732342945153643,0.14732342945153643
"[0.14356485 0.33337253 0.38952003 0.         0.08817639 0.92872459
 0.         0.86562831 0.         0.88955    1.         0.
 0.90628663 0.         0.1382183  0.65003197 0.72818241 0.
 0.         0.        ]",0.14285714285714285,0,60,20,90.25353805158913,76.78421897512601,56.74007659720648,0.12186843109981471,0.09303023532924236,0.31682528745934335,0.12830284471778214,0.09771093362224906,0.035387225338681105,0.2848713176985179,0.08654218480981862,0.09800915215101244,0.1226766153372441,0.09785126170396902,0.10473912079567069,0.11176104668567126,0.08543277245369155,0.08545267585318508
"[0.96269957 0.         0.         0.         0.92586806 0.
 0.78031859 0.         0.59733649 0.94919465 0.63927133 0.95715425
 0.         0.42922448 0.65710279 0.         0.         0.3340872
 0.03770411 0.34344468 0.06923281 0.         0.         0.
 0.96637245 0.         0.68199279 0.9436996  0.         0.
 0.         0.75811364 0.04315493 0.77821111 0.         0.52995429
 0.03452686 0.         0.         0.46531624 0.         0.08337741
 0.07388027 0.42367611 0.         0.         0.46854503 0.55652787
 0.9541856  0.26758228 0.         0.         0.69967103 0.08287712
 0.39616323 0.83678056 1.         0.08179561 0.25623056 0.        ]",0.14285714285714285,0,60,60,218.98785935451826,210.42628189689964,104.27033136021147,0.19647958574664182,0.19583714149943368,0.3448125165324431,0.19864944123012365,0.17949402091843722,0.1443892127577044,0.26531790417176343,0.1551580596439689,0.15842704459971885,0.15515804844235234,0.134735724646916,0.15616074147176284,0.18439436797542685,0.1542345449972003,0.1542345449972003
"[0.45589661 0.07582022 0.         0.16810728 0.83411673 0.54028119
 0.         0.5040835  0.         0.         0.12126039 0.
 0.75916076 0.29811375 0.1298051  0.86870965 0.34501919 0.
 0.19423289 0.03021652 0.21545844 0.         0.79554214 0.81685537
 0.         0.14219719 0.         0.50099895 0.41600915 0.87526251
 0.         0.         0.28857522 0.         0.97189264 0.91568578
 0.         0.58106944 0.59531321 0.29756777 0.         0.38753781
 0.78782347 0.         0.77592139 0.         0.39869991 1.
 0.67300586 0.99740557 0.29996211 0.         0.         0.
 0.59661414 0.         0.         0.8600318  0.         0.85727787
 0.28955137 0.         0.         0.         0.         0.
 0.3631029  0.2329596  0.         0.11725651 0.         0.82792713
 0.         0.         0.70369966 0.84686392 0.         0.35733498
 0.         0.83169724 0.58138834 0.05507497 0.97497093 0.76925896
 0.         0.42770175 0.46980704 0.         0.56830275 0.4907319
 0.         0.67510593 0.38493179 0.         0.         0.
 0.         0.81169535 0.81665659 0.16648693]",0.14285714285714285,0,60,100,292.7028489200512,277.8967766004413,149.36147161329552,0.2558674973798904,0.25300877386999376,0.3573255723914192,0.2416718891432824,0.22003035104409335,0.17999364456530592,0.26751605292093483,0.22527879273519255,0.2313153428636222,0.22527880230611735,0.22501292037293275,0.22877353769733713,0.2373445002851281,0.21932755107955118,0.21932755107955118
"[0.38852844 0.06711648 0.         0.         0.43264369 1.
 0.         0.6714175  0.63578212 0.32127235 0.71476849 0.94702333
 0.25006083 0.49969061 0.         0.40453588 0.2862149  0.99620388
 0.54180068 0.25912536]",0.14285714285714285,0,80,20,113.35659257912545,101.97324528837967,47.28978664649898,0.24883699250492733,0.1916039303668553,0.2004632931689693,0.22136462997271292,0.17704227639260425,0.059285818902429274,0.31534104478268177,0.13866178119433284,0.1950555223450268,0.13866177265225352,0.15594170478467967,0.18278445242765345,0.17635024877019917,0.15859872886108276,0.17852653923100745
