actual_coef,non_sig_ratio,noise_level,informative_level,num_features_level,rf_mae,gb_mae,dnn_mae,err_rf_pi,err_gb_pi,err_dnn_pi,err_rf_sv,err_gb_sv,err_dnn_sv,err_dnn_ig,err_mean,err_median,err_mode,err_box,err_tau,err_major,err_kendall,err_spearman
"[0.         0.         0.         0.         0.         0.
 0.         0.         0.46287603 0.         0.         0.
 0.86583397 0.         0.         1.         0.         0.
 0.         0.63369076]",0.14285714285714285,0,20,20,30.724252608292737,26.07608582655913,31.123304577253442,0.022880508320456842,0.01719042779744035,0.16591324059235274,0.018645262643865228,0.011306533154136982,0.012937249773874865,0.2725556288145322,0.056203983469388666,0.01747511518453118,0.056203990958549686,0.03675611054481165,0.025273874871093237,0.02593641217840813,0.009023525983397309,0.009023525983397309
"[0.72214837 0.         0.09359744 0.         0.         0.
 0.42483551 0.         0.         0.         0.32287254 0.
 0.         0.         0.         0.         0.         0.
 0.61959563 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.22373886 0.         0.         0.         0.
 0.82508444 0.45343166 0.         1.         0.         0.
 0.         0.         0.         0.         0.         0.11214501
 0.         0.         0.         0.91494722 0.         0.
 0.         0.         0.29636898 0.         0.         0.        ]",0.14285714285714285,0,20,60,67.90876379573074,61.56631283897545,47.01785533707197,0.04709806040398715,0.04068135077476951,0.1925505599210757,0.04377635878866596,0.035253146350760725,0.06303937516442566,0.19485006451875383,0.06509521597734606,0.039930917933938374,0.06509522271975207,0.04705828479296166,0.043258304061458364,0.06677636647700919,0.03894607141867038,0.03894607141867038
"[0.         0.         0.         0.         0.         0.
 0.01328495 0.         1.         0.7565733  0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.31649837 0.         0.         0.         0.50897322 0.
 0.         0.         0.23437322 0.         0.         0.
 0.         0.         0.         0.84293897 0.         0.
 0.         0.91587416 0.66128232 0.45090692 0.         0.86605323
 0.         0.1387871  0.13750679 0.         0.         0.53971062
 0.         0.         0.         0.92183909 0.         0.
 0.         0.         0.         0.         0.         0.01001044
 0.         0.         0.26469026 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.52119668
 0.         0.         0.         0.         0.         0.
 0.         0.         0.4384515  0.         0.56740549 0.
 0.         0.         0.         0.        ]",0.14285714285714285,0,20,100,101.02114445643774,98.40056805841498,69.81516233380118,0.05273711499746824,0.08420357020192525,0.17739267441925402,0.04839523967930111,0.045998933220314626,0.13529583868711395,0.18395397817171955,0.0836199406843045,0.06335735288412167,0.08361993411689216,0.06811015586011517,0.06525257542341366,0.04987112429715154,0.061149563812968884,0.061149563812968884
"[0.79930222 0.         0.         0.         0.78125167 0.
 0.         0.16516849 0.         0.         0.8125201  0.
 1.         0.32286723 0.         0.         0.09406979 0.
 0.         0.72324152]",0.14285714285714285,0,40,20,56.39095837786765,46.340742296140725,44.15464181031566,0.05743982890084798,0.03781822498074119,0.3107202053819488,0.06228991832328055,0.037394953031121454,0.03221247284218083,0.28065074358197073,0.06667049801887674,0.04470041772611045,0.06667049288993673,0.047856699590280175,0.057515747017704476,0.06354469106266566,0.03313716409690798,0.03313716409690798
"[0.46854542 0.         0.         0.         0.         0.13000379
 0.60126444 0.69875608 0.73142886 0.         0.49551242 0.34082078
 0.         0.20188282 0.22095692 0.         0.31782359 0.
 0.58340251 0.         0.2331171  0.         0.         0.
 0.         0.         0.         0.79263046 0.3097257  0.
 0.         0.79532219 0.         1.         0.934162   0.20464762
 0.         0.         0.18410656 0.58907311 0.3159283  0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.72582482
 0.         0.74305334 0.         0.         0.08056468 0.        ]",0.14285714285714285,0,40,60,140.21318344530013,131.99326672841292,94.6241835869228,0.14411707939498533,0.11516636099116129,0.27568275236660605,0.12439283023783393,0.10299384069288084,0.10151567887827556,0.20125763213667425,0.11642613737802882,0.12242852356429218,0.11642612220730257,0.12069743121225104,0.13149904858895087,0.12625535115075767,0.10727547473780559,0.10727547473780559
"[0.         0.         0.04685394 0.         0.         0.18402287
 0.         0.         0.         0.10131464 0.83948778 0.
 0.         0.         0.         0.91140469 0.         0.
 0.         0.         0.52232727 0.         0.         0.21445764
 0.         0.3958107  0.50474477 0.         0.91777773 0.02340883
 0.94175972 0.76608811 0.         0.         0.         0.98917031
 0.         0.26348996 0.         0.         0.89576233 0.86101079
 0.95373902 0.         0.28492061 0.         0.         0.
 0.         0.         0.4939515  0.33013311 0.         0.93787446
 0.         0.69464994 0.         0.64936912 0.         0.
 0.69144989 0.         0.35649971 0.         1.         0.
 0.         0.50684003 0.         0.         0.         0.
 0.         0.41493274 0.19288625 0.85189109 0.22935146 0.
 0.14455976 0.         0.         0.         0.57388834 0.
 0.         0.79346619 0.         0.         0.47595111 0.
 0.41099332 0.         0.91398246 0.         0.         0.
 0.22869209 0.87086178 0.         0.        ]",0.14285714285714285,0,40,100,247.57489471978005,235.52890701473046,123.33275679537047,0.17178477728864217,0.16410996925221555,0.29897113303898526,0.12292922448251037,0.11296094079116639,0.172787124634938,0.21457639977573745,0.13250252802160672,0.1380822689888272,0.13250252138284194,0.12608546794224448,0.12916689523429611,0.14701259004610778,0.11855047222862122,0.11855047222862122
"[0.41717259 1.         0.         0.72965341 0.31912497 0.89138771
 0.29635279 0.         0.81634981 0.21764124 0.         0.
 0.         0.88376357 0.         0.84233963 0.08481685 0.
 0.58659332 0.        ]",0.14285714285714285,0,60,20,85.27758918817472,76.78489202730766,51.793967859681864,0.15589028643134306,0.13309856974086698,0.4081871933091189,0.11649764415358863,0.0728368742447069,0.03832262997903549,0.3429164441014277,0.1107074039652792,0.11646446529333374,0.11070740989228174,0.11611131488505182,0.12589988936431445,0.10636292805790201,0.09583130773508339,0.09583130773508339
"[0.74448223 0.         0.         0.86454182 0.1040236  0.
 0.         0.62436599 0.58327222 0.         0.63813304 0.
 0.         0.34626709 1.         0.44430378 0.28517534 0.43663682
 0.80116385 0.00800404 0.37605988 0.90286237 0.43413594 0.07871137
 0.72667392 0.         0.56322837 0.66053042 0.         0.
 0.         0.06005289 0.68570012 0.         0.34871927 0.76568117
 0.03730513 0.68864656 0.         0.         0.62484755 0.
 0.57159454 0.70724389 0.05180831 0.08212962 0.         0.98155427
 0.         0.18248937 0.79466022 0.         0.63112196 0.
 0.50358141 0.         0.         0.         0.         0.        ]",0.14285714285714285,0,60,60,190.63319402028105,188.05734317806386,82.31530779229675,0.20167382691883254,0.1923470072166585,0.2862050445749405,0.20579590588710736,0.17026419915219398,0.17464809521721983,0.2875064633752293,0.15567292587301756,0.20135254643085648,0.15567290875867681,0.14959409541593433,0.15144581184681868,0.16340023988305044,0.1704334978598464,0.1704334978598464
"[0.         0.89614669 0.         0.25009212 0.99835272 0.90227187
 0.79214835 0.         0.54929231 0.         1.         0.
 0.         0.48105411 0.32674973 0.         0.         0.
 0.         0.         0.22991302 0.26545763 0.74221743 0.58933497
 0.         0.         0.4403209  0.         0.         0.73969215
 0.         0.46428141 0.34798911 0.         0.04971753 0.76379415
 0.32662045 0.68716867 0.         0.32255732 0.82028474 0.06650335
 0.42803513 0.90717428 0.01686775 0.         0.66659334 0.56554716
 0.         0.98189414 0.84330307 0.         0.38331992 0.
 0.5440321  0.34597691 0.3481557  0.57899296 0.25426643 0.
 0.         0.3718386  0.21256896 0.         0.87195671 0.
 0.         0.97751809 0.0260461  0.         0.9087589  0.10299281
 0.         0.9984158  0.         0.         0.25527867 0.77484815
 0.09147599 0.72225845 0.         0.44876707 0.37420777 0.0644946
 0.85258429 0.68350395 0.         0.52801906 0.         0.
 0.36635997 0.         0.52750519 0.9193483  0.         0.
 0.13043937 0.         0.         0.83142153]",0.14285714285714285,0,60,100,319.456616863518,292.5746238952612,151.22300827228221,0.2348560440876199,0.23059351717790771,0.3343132096620232,0.24414937350714103,0.2311836036967049,0.14483866032454684,0.23205546151736514,0.20435502666753366,0.23249374220436858,0.20435500807295878,0.2220403267911608,0.22095921316607783,0.24258465162606246,0.19261920183343645,0.19261920183343645
"[0.35837674 0.47629771 0.78411015 0.18975825 0.34828172 0.50466763
 0.49833712 0.67011808 0.30941775 0.39476075 0.         0.
 0.         0.91035779 0.41126097 0.26149271 0.77835536 1.
 0.43741655 0.        ]",0.14285714285714285,0,80,20,106.720136040711,99.28002908701649,39.056983624669435,0.22563131579072038,0.197849688775056,0.3118160481996692,0.19964972172616652,0.1537298263291033,0.038180255049247894,0.31104224418420545,0.1306555625511884,0.1721661063563203,0.1413844667168788,0.14960573816386252,0.16461426559235257,0.14912538490305563,0.1586953245969286,0.1586953245969286
