non_sig_ratio,noise_level,informative_level,num_features_level,rf_mae,gb_mae,dnn_mae,err_rf_pi,err_gb_pi,err_dnn_pi,err_rf_sv,err_gb_sv,err_dnn_sv,err_dnn_ig,err_mean,err_median,err_mode,err_box,err_tau,err_major,err_kendall,err_spearman
0.14285714285714285,0,20,20,41.84011215134986,34.82628073022979,43.262254900671714,0.016145497449237264,0.011860004635084563,0.24602455996288608,0.01614353726886949,0.005601652546048333,0.04024682867711993,0.2698042199152665,0.05594836301109287,0.01336229466373171,0.0559482843322772,0.021891948504636057,0.02319856312689112,0.10145265900241629,0.009743051144639567,0.009743051144639567
0.14285714285714285,0,20,60,105.64728799467638,91.1721761159011,71.21439345843628,0.06759751834493338,0.06761161032865423,0.18571253083802294,0.06142383745501109,0.04872219294926643,0.06622111872476992,0.17136215749349878,0.08152723903071082,0.06627239639944976,0.08152723232659662,0.07311297233746045,0.07418088538121932,0.05177113311090254,0.05472996727250649,0.05472996727250649
0.14285714285714285,0,20,100,132.57800131805817,124.74546331012206,79.10062227624799,0.06181049772794894,0.06794988284733283,0.19493224338456167,0.05575316096943227,0.052353911194312264,0.09408211903568846,0.11774475675222502,0.07343713604094643,0.0630341194662745,0.07343711529831666,0.07224675335690352,0.07118802058457609,0.062087671428510884,0.06684159021282123,0.06684159021282123
0.14285714285714285,0,40,20,44.58783654953,38.38592348436868,34.325310463280395,0.07998278209700238,0.06745109106513597,0.20244177275323336,0.06445654693999416,0.04438435675581011,0.01775666689904688,0.2855160051714804,0.07361834530674687,0.06491929992268464,0.07361834076879761,0.05645310810418268,0.06407234170115189,0.0593414159133233,0.0521137577855191,0.0521137577855191
0.14285714285714285,0,40,60,183.33647910455664,168.89001306078148,89.40662685691782,0.10619098879792008,0.10761203929092925,0.2934033231770288,0.10891345801972546,0.08911876103836723,0.08370259777720178,0.25058187659529646,0.11996668970705929,0.10860733244624311,0.1327121004931079,0.1061871985184433,0.10933413797912594,0.11579164170190914,0.08720200823714215,0.08720200823714215
0.14285714285714285,0,40,100,215.82004667633785,202.5024377091824,107.80848346840408,0.13083609351914274,0.12922188502686752,0.2723525241873505,0.11937701327706943,0.10792550543971786,0.1505732157638231,0.167724601489848,0.12555278392184405,0.12353930711403178,0.1255527882422361,0.12330434896805555,0.12149585993255728,0.1252625166535475,0.110556547523703,0.110556547523703
0.14285714285714285,0,60,20,60.53626019586186,55.360227829563634,40.663810855442904,0.1306326893707384,0.1226805582585296,0.3488405655404046,0.12089396381928955,0.09047911659346183,0.026223075729304775,0.2850447620274475,0.12943674662042431,0.11533546768633214,0.16165307373388266,0.10592668984988718,0.11619809077717144,0.09354674710334746,0.09772721210774046,0.09772721210774046
0.14285714285714285,0,60,60,211.8246524619074,196.6262648639008,94.85171422665852,0.18348669754411565,0.17343101305153302,0.3062308379206654,0.20670925796737047,0.17327176430872873,0.06988177976349699,0.28381030077760594,0.1534618685154271,0.1745264677678205,0.1534618612622351,0.15418599223708493,0.15190994800261817,0.16256898113433418,0.1404044426922483,0.1404044426922483
0.0,0,60,100,300.7747055999423,290.1047643366328,143.5286220165904,0.20936204336543285,0.21782038883290258,0.2981485440285789,0.20706721519407395,0.193012787163966,0.19097506011874713,0.25333112133556007,0.1599540693257305,0.1814582206317491,0.15995406163681078,0.1657522715812529,0.17816793744614642,0.20377402432111683,0.1599540693257305,0.1599540693257305
0.14285714285714285,0,80,20,108.57209361253547,94.46442092050378,59.97979125096046,0.20244930186288176,0.16968143819245082,0.4395318972963527,0.199616882949534,0.14870508423001255,0.04028462358126815,0.26116048881379317,0.13806335637565248,0.17084609845323795,0.13806336018282114,0.1497735474796837,0.1577578390642295,0.1315731524213551,0.1510000502907997,0.1510000502907997
