non_sig_ratio,noise_level,informative_level,num_features_level,rf_mae,gb_mae,dnn_mae,err_rf_pi,err_gb_pi,err_dnn_pi,err_rf_sv,err_gb_sv,err_dnn_sv,err_dnn_ig,err_mean,err_median,err_mode,err_box,err_tau,err_major,err_kendall,err_spearman
0.14285714285714285,0,20,20,15.561283282768255,13.325786666612135,27.243374579469148,0.021015821021261268,0.01768257212040346,0.1466990405033191,0.016015402072271333,0.011117454447378817,0.004782953435987316,0.07553709857332429,0.031249782812490516,0.01574618483810306,0.03124978136800946,0.020827884835386536,0.020160787556361165,0.031975502656980806,0.016181927845124944,0.016181927845124944
0.14285714285714285,0,20,60,101.59257270180856,92.54650112431662,69.17088376157162,0.05240236667692985,0.0538894995983192,0.2030497111781853,0.05485961466070981,0.045717725319106645,0.05825280351965814,0.17551169364721161,0.07908150669998867,0.052078761951641024,0.07908150085578626,0.0534221107860682,0.052533227213025106,0.049542738601319115,0.04961240626584327,0.04961240626584327
0.14285714285714285,0,20,100,157.9720419049522,147.307180352791,89.35619775626947,0.08751360135866819,0.08177604633891063,0.22260507249215128,0.07539486090893148,0.06553023814466073,0.11515761012795292,0.14499825931809224,0.09690453298623332,0.07953428769731496,0.11960571066909294,0.0899000182744725,0.08985273616576636,0.08182653211437568,0.07287809902996895,0.07287809902996895
0.14285714285714285,0,40,20,59.84702007008685,55.73623090018919,42.8402046102036,0.06864127156586917,0.06245275630972401,0.20001856702517706,0.05841281961713163,0.04361271629674351,0.013397062919163007,0.3011808565840903,0.06979978399771761,0.05747525948825721,0.06979980245341899,0.07407577437343364,0.07147775266478464,0.05961463943008366,0.04673611632189061,0.04673611632189061
0.14285714285714285,0,40,60,166.42529392678262,157.36295709612952,84.5351278394691,0.12786708931599747,0.11860086232681019,0.3461682526483346,0.12862143681663404,0.11222043518850104,0.06650089418917285,0.17935086820215276,0.1261241482470686,0.12650818290434987,0.12612415936530932,0.10987913425786806,0.12175882900883647,0.10626265264891663,0.10288504675962803,0.10288504675962803
0.14285714285714285,0,40,100,200.06474762566003,190.04729009228308,91.0787198990461,0.1466543195467748,0.1485121451203241,0.2308028040215018,0.13584550015293148,0.12288031011090718,0.11960899130551671,0.17193576286692497,0.12227578545080516,0.13732167635030149,0.1222757851517216,0.13239237981590846,0.13178948240380672,0.1453681689899983,0.11958721956931666,0.11958721956931666
0.14285714285714285,0,60,20,68.42148124865187,63.53071841716885,45.10574592172208,0.1310079054132579,0.1173544207266112,0.3513658282622739,0.10604413292453758,0.07726365235140101,0.013327224177465336,0.18105283069148453,0.07533214848618248,0.10319019978330261,0.07533219338003413,0.09226701012805158,0.09073169263751682,0.09154085367087765,0.09194134783309695,0.09194134783309695
0.14285714285714285,0,60,60,218.43814291184754,207.16551806159086,93.09767739746009,0.19892298351467877,0.15088797572661652,0.36631219355690725,0.2050680838319084,0.18183710796342237,0.1635333054834097,0.2443799587021046,0.14121652151449232,0.15174571982966664,0.14121651734529747,0.1452952169206106,0.14703162881919826,0.1667980965651644,0.13669705527481552,0.13669705527481552
0.14285714285714285,0,60,100,311.0346612417224,307.5059865823551,145.85649199965042,0.23905913964160244,0.2255782307129435,0.29445538169710533,0.24314232908593855,0.22297637754334812,0.17528853901365898,0.26442220664085725,0.19288912112305417,0.23276523334237756,0.19288910862826522,0.19462037361354712,0.206709514175043,0.23824507519953553,0.19656615018117082,0.19656615018117082
0.14285714285714285,0,80,20,144.30377950424656,123.68284073883656,72.72767058744286,0.3049986450846806,0.2643525883438006,0.40849018447865165,0.2750568198525915,0.2214420970448539,0.0425055233156267,0.3804854163095944,0.1807367054990132,0.2502273762744443,0.18073676131101615,0.2182337233829823,0.1929479254932302,0.22622901057519157,0.21922168817722065,0.21922168817722065
0.14285714285714285,0,80,60,246.8027144090621,235.95361937328664,114.32636353686685,0.3198591318832512,0.2753820358839038,0.325603121653928,0.26855023507528325,0.2428815489869769,0.12128707847378392,0.3298918327481365,0.19774600549750257,0.2694072650785421,0.20820228671132204,0.21061616096141264,0.2146600402877155,0.25423822095694426,0.24119001240960225,0.24119001240960225
0.14285714285714285,0,80,100,360.440477032796,346.28800413290645,177.84432750260711,0.34220543482287463,0.27489004947505785,0.3167490556163861,0.33577517706535737,0.3072338708729902,0.2013698607578644,0.31129454098526177,0.2643642184313503,0.31419436564976755,0.2643643308944138,0.2655794922161449,0.2934021239650268,0.31944272866335877,0.27846406215690966,0.27846406215690966
0.14285714285714285,0,100,20,159.750560994111,134.0451534949118,77.13587418901452,0.34734191523308483,0.264181047512822,0.28995075988695496,0.2120794407164671,0.19393410519267892,0.0596543463516017,0.3223210093706778,0.20374251988465636,0.23307245665275653,0.20130978019019272,0.21676687099811592,0.20328633257891973,0.2061309440594555,0.21485313102095235,0.21485313102095235
0.14285714285714285,0,100,60,317.4565132666756,310.2329039083819,120.24586910272093,0.4036833462116653,0.32946220983870034,0.35480474184392474,0.4377842002061858,0.37871490719598844,0.2208782814644797,0.341240283963326,0.32181144733538414,0.3963139689197421,0.32181142044767974,0.343961993005205,0.33779485018430205,0.3968511566567562,0.3449115934929727,0.3707005427940649
0.14285714285714285,0,100,100,393.87482956385463,385.4156848686878,181.30136195425845,0.33467436699727726,0.2586204713080726,0.34712330297615873,0.39369568775687597,0.356896451257487,0.21454082897154808,0.3222298748740393,0.2441617948222032,0.32103949379532604,0.24416158218443665,0.2603740494485695,0.2580112246371531,0.35898297430234644,0.2848288565085673,0.2848288565085673
0.14285714285714285,2,20,20,43.40008264151373,34.994289434618494,47.39450862254094,0.020227994561003444,0.01685691700177576,0.32418108202408047,0.02159251887902887,0.01303360097431885,0.009887695324930305,0.2218565264312115,0.06016314403942798,0.01742190009354193,0.06016308236989275,0.019006535165563936,0.016477761975415638,0.04274591294054993,0.03457483256989464,0.03457483256989464
0.14285714285714285,2,20,60,103.35686601280669,91.24958750525569,67.28217339889592,0.05140487314825555,0.05342144526549987,0.18987882405443995,0.05720811668455716,0.04513443940866382,0.04287115336138558,0.140735316610437,0.06709250993275097,0.05163299779683577,0.06709249736052265,0.05532165807533307,0.05639949555501449,0.056506056289984286,0.0559200830835511,0.0559200830835511
0.14285714285714285,2,20,100,161.4327959500633,148.41500895066383,108.47359460993366,0.06190338086315991,0.06848031975043004,0.21047409520147947,0.0627259230231896,0.05831148807251889,0.08809350948496314,0.10651345644419895,0.07636733956132037,0.06350345698484067,0.0763673409994401,0.07302602215429597,0.07359374083902623,0.06642148301636683,0.06554372063246991,0.06554372063246991
0.14285714285714285,2,40,20,38.05417057072983,32.04299580838035,33.70547339913043,0.0747585105473965,0.06719298766143673,0.1509546851904991,0.045101950994180934,0.02903818081807391,0.02297901493709447,0.269591777008081,0.07072149481602691,0.057136120952495095,0.12689116521524493,0.05231629324333755,0.05491780905432893,0.04365828740136189,0.03895770187540101,0.03895770187540101
0.14285714285714285,2,40,60,144.75406314828328,138.2813474681546,79.614755316334,0.12701138877143295,0.12198555695901402,0.29205679003058455,0.10146107150603224,0.08358443522277507,0.0743485732358555,0.2393959842641533,0.10857976940398559,0.1112604011626183,0.10857983371556025,0.09521925511596953,0.10198320723248777,0.10596790786011763,0.09147207958436296,0.09147207958436296
